Birth Rate,Business Tax Rate,CO2 Emissions,PopXbirth rate,Country,Days to Start Business,Ease of Business,Energy Usage,gdp,Health Exp % GDP,Health Exp/Capita,Hours to do Tax (bin),Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage (bin),Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
2.70%,,147,2877.525,"Micronesia, Fed. Sts.",16,,,239563310,10.40%,$233 ,,,3.80%,0.1,15.40%,68,67,0.1,0.1,1,39.10%,57.00%,4.00%,106575,22.30%,Oceania,"$19,000,000 ","$7,000,000 ",2004
2.60%,59.60%,117,2761.148,"Micronesia, Fed. Sts.",16,,,249845593,12.10%,$285 ,113,128,3.70%,0.1,16.40%,69,67,0.1,0.1,1,38.80%,57.20%,4.00%,106198,22.30%,Oceania,"$21,000,000 ","$7,000,000 ",2005
2.50%,59.60%,103,2642.15,"Micronesia, Fed. Sts.",16,,,252991205,11.90%,$285 ,113,128,3.60%,0.1,15.60%,69,67,0.2,0.2,1,38.50%,57.50%,4.00%,105686,22.30%,Oceania,"$23,000,000 ","$7,000,000 ",2006
2.50%,58.70%,99,2627.425,"Micronesia, Fed. Sts.",16,,,255890836,12.00%,$292 ,113,128,3.50%,0.1,14.00%,69,67,0.3,0.3,1,38.20%,57.90%,3.90%,105097,22.30%,Oceania,"$25,000,000 ","$7,000,000 ",2007
2.40%,58.70%,99,2507.952,"Micronesia, Fed. Sts.",16,,,261339642,12.90%,$323 ,113,128,3.40%,0.1,14.40%,69,68,0.3,0.3,1,37.80%,58.30%,3.90%,104498,22.30%,Oceania,"$27,000,000 ","$7,000,000 ",2008
2.40%,58.70%,99,2495.592,"Micronesia, Fed. Sts.",16,,,277510923,13.40%,$357 ,113,128,3.30%,0.2,15.40%,69,68,0.3,0.3,1,37.40%,58.80%,3.90%,103983,22.30%,Oceania,"$27,000,000 ","$8,000,000 ",2009
2.40%,58.70%,103,2486.856,"Micronesia, Fed. Sts.",16,,,294117230,13.80%,$393 ,113,128,3.30%,0.2,15.10%,69,68,0.3,0.3,1,36.90%,59.30%,3.80%,103619,22.30%,Oceania,"$29,000,000 ","$8,000,000 ",2010
2.40%,59.00%,,2482.176,"Micronesia, Fed. Sts.",16,,,310287519,13.70%,$412 ,113,128,3.20%,0.2,14.40%,70,68,0.3,0.3,1,36.40%,59.70%,3.90%,103424,22.30%,Oceania,"$26,000,000 ","$8,000,000 ",2011
2.40%,59.90%,,2481.48,"Micronesia, Fed. Sts.",16,150,,326160961,12.80%,$405 ,113,128,3.10%,0.3,14.30%,70,68,0.3,0.3,1,35.80%,60.20%,3.90%,103395,22.30%,Oceania,,,2012
1.20%,,3513,43675.104,Moldova,,,2883,1288420223,6.70%,$24 ,,,2.50%,0,33.80%,71,63,0,0,1,23.70%,66.30%,10.00%,3639592,45.80%,Europe,"$57,000,000 ","$86,000,000 ",2000
1.20%,,3715,43577.544,Moldova,,,3052,1480656884,7.10%,$29 ,,,2.40%,0,28.70%,71,63,0,0.1,1,22.80%,66.90%,10.20%,3631462,45.70%,Europe,"$58,000,000 ","$90,000,000 ",2001
1.20%,,3986,43476.744,Moldova,,,3096,1661818168,8.10%,$37 ,,,2.30%,0,23.50%,71,63,0.1,0.1,1,21.90%,67.60%,10.50%,3623062,45.60%,Europe,"$72,000,000 ","$109,000,000 ",2002
1.20%,,4290,43354.488,Moldova,42,,3360,1980901554,8.30%,$46 ,,,2.10%,0.1,19.30%,72,64,0.1,0.1,1,20.80%,68.30%,10.80%,3612874,45.50%,Europe,"$79,000,000 ","$118,000,000 ",2003
1.20%,,4554,43247.34,Moldova,30,,3377,2598231467,8.50%,$61 ,,,2.00%,0.1,20.90%,72,64,0.2,0.2,1,19.80%,69.10%,11.10%,3603945,45.40%,Europe,"$112,000,000 ","$135,000,000 ",2004
1.20%,48.00%,4895,43142.244,Moldova,30,,3500,2988172424,9.20%,$76 ,226,234,1.90%,0.1,19.30%,72,64,0.3,0.3,1,19.00%,69.80%,11.20%,3595187,45.30%,Europe,"$138,000,000 ","$170,000,000 ",2005
1.20%,45.90%,4994,43022.508,Moldova,30,,3441,3408454198,10.60%,$101 ,226,232,1.80%,0.2,18.10%,72,64,0.3,0.4,1,18.20%,70.50%,11.30%,3585209,45.20%,Europe,"$150,000,000 ","$224,000,000 ",2006
1.20%,42.50%,4686,42922.92,Moldova,23,,3342,4402495921,10.90%,$134 ,226,234,1.70%,0.2,18.80%,72,64,0.5,0.5,1,17.70%,71.00%,11.30%,3576910,45.10%,Europe,"$229,000,000 ","$290,000,000 ",2007
1.20%,42.00%,4774,42841.296,Moldova,15,,3363,6054806101,11.40%,$193 ,226,234,1.60%,0.2,21.10%,72,64,0.6,0.7,1,17.20%,71.50%,11.20%,3570108,45.00%,Europe,"$293,000,000 ","$359,000,000 ",2008
1.20%,31.00%,4547,42787.248,Moldova,10,,3171,5439422031,12.50%,$190 ,226,228,1.60%,0.3,20.50%,72,65,0.6,0.6,1,16.90%,71.90%,11.20%,3565604,44.90%,Europe,"$240,000,000 ","$307,000,000 ",2009
1.20%,30.40%,4855,42744.54,Moldova,10,,3426,5811604052,11.70%,$190 ,226,228,1.50%,0.3,16.40%,72,65,0.7,0.7,1,16.70%,72.20%,11.20%,3562045,44.90%,Europe,"$232,000,000 ","$324,000,000 ",2010
1.20%,30.80%,,42719.832,Moldova,9,,3331,7016162818,11.40%,$224 ,226,228,1.40%,0.4,14.40%,73,65,0.8,0.9,1,16.50%,72.30%,11.20%,3559986,44.90%,Europe,"$262,000,000 ","$374,000,000 ",2011
1.20%,30.80%,,42714.228,Moldova,9,86,,7284686576,11.70%,$239 ,113,220,1.40%,0.4,13.40%,73,65,1,1,1,16.50%,72.20%,11.20%,3559519,44.90%,Europe,"$294,000,000 ","$420,000,000 ",2012
,,,,Monaco,,,,2647883820,3.30%,"$2,685 ",,,0.40%,0.4,,,,0.4,0.4,1,,,,32081,100.00%,Europe,,,2000
,,,,Monaco,,,,2671401083,3.30%,"$2,718 ",,,0.40%,0.5,,,,0.4,0.4,1,,,,32366,100.00%,Europe,,,2001
,,,,Monaco,,,,2905973022,3.40%,"$2,985 ",,,0.40%,0.5,,,,0.4,0.5,1,,,,32653,100.00%,Europe,,,2002
,,,,Monaco,,,,3588988601,3.90%,"$4,216 ",,,0.40%,0.5,,,,0.4,0.5,1,,,,32968,100.00%,Europe,,,2003
,,,,Monaco,,,,4110348444,4.00%,"$4,885 ",,,0.40%,0.5,,,,0.4,0.5,1,,,,33346,100.00%,Europe,,,2004
,,,,Monaco,,,,4280072626,4.00%,"$4,960 ",,,0.40%,0.6,,,,0.5,0.5,1,,,,33808,100.00%,Europe,,,2005
,,,,Monaco,,,,4663488363,3.80%,"$5,115 ",,,0.40%,0.6,,,,0.5,0.5,1,,,,34369,100.00%,Europe,,,2006
,,,,Monaco,,,,5974371696,3.40%,"$5,671 ",,,0.40%,0.6,,,,0.5,0.6,1,,,,35013,100.00%,Europe,,,2007
,,,,Monaco,,,,6919241412,3.60%,"$6,623 ",,,0.30%,0.7,,,,0.6,0.6,1,,,,35686,100.00%,Europe,,,2008
,,,,Monaco,,,,5557579883,4.30%,"$6,458 ",,,0.30%,0.7,,,,0.6,0.6,1,,,,36314,100.00%,Europe,,,2009
,,,,Monaco,,,,5350993377,4.40%,"$6,431 ",,,0.30%,0.8,,,,0.6,0.6,1,,,,36845,100.00%,Europe,,,2010
,,,,Monaco,,,,6074506533,4.40%,"$7,180 ",,,0.30%,0.8,,,,0.8,0.9,1,,,,37261,100.00%,Europe,,,2011
,,,,Monaco,,,,,4.40%,"$6,708 ",,,0.30%,0.9,,,,0.8,0.9,1,,,,37579,100.00%,Europe,,,2012
1.90%,,7506,45551.987,Mongolia,,,2397,1136896162,4.70%,$22 ,,,4.90%,0,37.00%,66,60,0,0.1,1,34.80%,61.50%,3.70%,2397473,57.10%,Asia,"$43,000,000 ","$54,000,000 ",2000
1.90%,,7884,45973.711,Mongolia,,,2415,1267997923,4.60%,$24 ,,,4.70%,0,37.40%,67,60,0,0.1,1,33.60%,62.70%,3.70%,2419669,58.20%,Asia,"$49,000,000 ","$59,000,000 ",2001
1.90%,,8287,46421.389,Mongolia,,,2586,1396555772,4.80%,$28 ,,,4.40%,0,35.50%,67,61,0.1,0.1,1,32.30%,64.00%,3.70%,2443231,59.30%,Asia,"$143,000,000 ","$125,000,000 ",2002
1.90%,,8034,46903.305,Mongolia,20,,2525,1595297301,7.40%,$48 ,,,4.20%,,31.90%,68,61,0.1,0.1,1,31.10%,65.20%,3.70%,2468595,60.40%,Asia,"$154,000,000 ","$144,000,000 ",2003
2.00%,,8551,49924.96,Mongolia,13,,2600,1992066759,7.00%,$56 ,,,3.90%,,31.50%,69,61,0.2,0.2,1,29.90%,66.40%,3.70%,2496248,61.40%,Asia,"$205,000,000 ","$207,000,000 ",2004
2.00%,39.80%,8647,50530.04,Mongolia,13,,2625,2523359941,6.00%,$60 ,113,204,3.70%,,30.60%,69,62,0.2,0.2,1,28.90%,67.30%,3.70%,2526502,62.50%,Asia,"$203,000,000 ","$173,000,000 ",2005
2.10%,39.80%,9498,53749.416,Mongolia,13,,2925,3414053251,5.40%,$72 ,113,204,3.50%,,26.90%,70,62,0.3,0.3,1,28.20%,68.10%,3.70%,2559496,63.50%,Asia,"$261,000,000 ","$212,000,000 ",2006
2.20%,39.80%,10092,57091.496,Mongolia,13,,3114,4234894168,5.70%,$93 ,113,204,3.30%,0.1,21.80%,70,62,0.4,0.5,1,27.60%,68.60%,3.80%,2595068,64.60%,Asia,"$354,000,000 ","$227,000,000 ",2007
2.20%,33.80%,10029,57922.348,Mongolia,13,,3156,5623236708,6.40%,$136 ,113,204,3.20%,0.1,20.60%,70,62,0.6,0.7,1,27.30%,68.90%,3.80%,2632834,65.60%,Asia,"$272,000,000 ","$249,000,000 ",2008
2.30%,24.30%,11052,61461.129,Mongolia,13,,3252,4583834427,6.40%,$111 ,113,192,3.00%,0.1,21.70%,71,63,0.8,0.8,1,27.10%,69.10%,3.80%,2672223,66.60%,Asia,"$253,000,000 ","$242,000,000 ",2009
2.30%,24.30%,11511,62392.974,Mongolia,13,,3454,6200357070,6.30%,$143 ,113,192,2.90%,0.1,20.10%,71,63,0.9,0.9,1,27.00%,69.20%,3.80%,2712738,67.60%,Asia,"$288,000,000 ","$319,000,000 ",2010
2.30%,24.60%,,63346.807,Mongolia,13,,3607,8761426371,6.00%,$190 ,113,192,2.80%,0.1,16.60%,71,63,1,1.1,1,27.00%,69.20%,3.80%,2754209,68.50%,Asia,"$258,000,000 ","$404,000,000 ",2011
2.30%,24.60%,,64319.132,Mongolia,12,80,,10321968595,6.30%,$232 ,113,192,2.70%,0.2,18.10%,71,63,1.2,1.2,1,27.10%,69.10%,3.80%,2796484,69.50%,Asia,"$480,000,000 ","$420,000,000 ",2012
1.30%,,,7945.548,Montenegro,,,,984279596,7.50%,$121 ,,,1.30%,,,77,71,,,1,21.30%,67.30%,11.30%,611196,58.50%,Europe,,,2000
1.30%,,,7949.825,Montenegro,,,,1159891560,8.50%,$160 ,,,1.20%,,,77,71,,,1,21.00%,67.30%,11.70%,611525,59.60%,Europe,,,2001
1.30%,,,7960.225,Montenegro,,,,1284504509,8.60%,$180 ,,,1.10%,,,77,71,,,1,20.70%,67.10%,12.10%,612325,60.60%,Europe,,,2002
1.30%,,,7974.824,Montenegro,,,,1707662608,9.10%,$254 ,,,1.10%,,,76,71,,,1,20.50%,67.00%,12.50%,613448,61.60%,Europe,,,2003
1.30%,,,7990.71,Montenegro,,,,2073255525,8.70%,$293 ,,,1.00%,0.3,,76,71,0.8,0.8,1,20.30%,66.90%,12.80%,614670,62.00%,Europe,,,2004
1.30%,,2057,8005.66,Montenegro,,,987,2257181943,8.70%,$319 ,,,1.00%,0.3,,76,71,0.8,0.9,1,20.10%,67.00%,12.90%,615820,62.20%,Europe,,,2005
1.30%,30.40%,2384,8019.102,Montenegro,24,,1118,2696020575,8.20%,$361 ,339,372,0.90%,0.3,11.20%,76,71,1,1,1,20.00%,67.10%,12.90%,616854,62.40%,Europe,,,2006
1.30%,30.40%,2252,8031.4,Montenegro,24,,1086,3673382212,7.00%,$414 ,339,372,0.80%,0.3,9.20%,76,72,1.4,1.5,1,19.90%,67.30%,12.80%,617800,62.60%,Europe,"$660,000,000 ","$58,000,000 ",2007
1.20%,31.00%,2750,7423.788,Montenegro,21,,1177,4538345345,6.30%,$466 ,339,372,0.70%,0.3,9.20%,76,72,1.8,1.9,1,19.80%,67.60%,12.60%,618649,62.70%,Europe,"$859,000,000 ","$80,000,000 ",2008
1.20%,26.30%,1822,7432.896,Montenegro,12,,994,4158135026,6.30%,$424 ,339,372,0.70%,0.4,9.40%,77,72,2,2.1,1,19.60%,67.90%,12.50%,619408,62.90%,Europe,"$792,000,000 ","$76,000,000 ",2009
1.20%,25.40%,2582,7440.936,Montenegro,10,,1174,4114881347,7.20%,$476 ,339,372,0.60%,0.4,9.50%,77,72,1.8,1.9,1,19.50%,68.10%,12.50%,620078,63.10%,Europe,"$765,000,000 ","$72,000,000 ",2010
1.20%,20.90%,,7447.728,Montenegro,10,,1179,4501753898,7.20%,$522 ,339,372,0.60%,0.4,9.70%,77,72,1.8,1.9,1,19.30%,68.20%,12.60%,620644,63.30%,Europe,"$926,000,000 ","$70,000,000 ",2011
1.20%,20.90%,,7452.972,Montenegro,10,50,,4045813953,7.60%,$493 ,226,320,0.50%,0.6,9.60%,77,72,1.5,1.6,1,19.00%,68.20%,12.80%,621081,63.50%,Europe,"$860,000,000 ","$67,000,000 ",2012
2.20%,,33905,631622.706,Morocco,,,10238,37020609825,4.20%,$54 ,,,4.30%,0,13.30%,70,67,0,0.1,1,34.10%,61.30%,4.70%,28710123,53.30%,Africa,"$2,280,000,000 ","$506,000,000 ",2000
2.10%,,37715,609444.276,Morocco,,,10894,37724674865,4.40%,$58 ,,,4.10%,0,13.30%,70,67,0.1,0.2,1,33.30%,61.90%,4.80%,29021156,53.70%,Africa,"$2,966,000,000 ","$589,000,000 ",2001
2.10%,,38254,615540.303,Morocco,,,11079,40416114690,5.30%,$73 ,,,4.00%,0,13.10%,70,67,0.2,0.2,1,32.70%,62.50%,4.80%,29311443,54.00%,Africa,"$3,157,000,000 ","$669,000,000 ",2002
2.10%,,37561,621325.677,Morocco,36,,11018,49822651702,5.30%,$88 ,,,3.80%,0,12.60%,70,67,0.2,0.2,1,32.00%,63.10%,4.90%,29586937,54.30%,Africa,"$3,802,000,000 ","$845,000,000 ",2003
2.00%,,43311,597116.4,Morocco,12,,12221,56948015336,5.20%,$99 ,,,3.70%,0.1,11.50%,71,67,0.3,0.3,1,31.40%,63.60%,4.90%,29855820,54.60%,Africa,"$4,540,000,000 ","$912,000,000 ",2004
2.00%,51.70%,45771,602508.9,Morocco,12,,13327,59523857868,5.10%,$100 ,339,358,3.50%,0.2,11.50%,71,67,0.3,0.4,1,30.80%,64.20%,5.00%,30125445,55.10%,Africa,"$5,426,000,000 ","$999,000,000 ",2005
2.00%,51.70%,47425,607901.94,Morocco,12,,13648,65637107776,5.20%,$113 ,339,358,3.40%,0.2,,71,68,0.5,0.5,1,30.20%,64.80%,5.00%,30395097,55.60%,Africa,"$6,900,000,000 ","$1,113,000,000 ",2006
2.00%,44.40%,50267,613341.72,Morocco,12,,14457,75226318359,5.50%,$134 ,339,358,3.30%,0.2,,71,68,0.6,0.7,1,29.50%,65.40%,5.00%,30667086,56.20%,Africa,"$8,307,000,000 ","$1,418,000,000 ",2007
2.10%,52.90%,49934,650058.171,Morocco,12,,14933,88882967742,5.40%,$156 ,339,358,3.10%,0.3,,71,68,0.7,0.7,1,28.90%,66.00%,5.00%,30955151,56.70%,Africa,"$8,885,000,000 ","$1,910,000,000 ",2008
2.10%,49.30%,49541,656807.844,Morocco,12,,15054,90908402631,5.70%,$165 ,339,358,3.00%,0.4,,72,68,0.8,0.8,1,28.50%,66.50%,5.00%,31276564,57.20%,Africa,"$7,980,000,000 ","$1,713,000,000 ",2009
2.20%,49.60%,50608,696131.92,Morocco,12,,16183,90770671432,5.90%,$168 ,339,358,2.90%,0.5,,72,68,1,1,1,28.10%,66.90%,5.00%,31642360,57.70%,Africa,"$8,176,000,000 ","$1,879,000,000 ",2010
2.20%,49.60%,,705307.328,Morocco,12,,17283,99211339029,6.30%,$195 ,226,238,2.80%,0.5,,72,69,1.1,1.1,1,27.90%,67.10%,5.00%,32059424,58.20%,Africa,"$9,101,000,000 ","$2,260,000,000 ",2011
2.30%,49.60%,,747986.289,Morocco,12,95,,95981572517,6.40%,$190 ,226,238,2.70%,0.6,,72,69,1.2,1.2,1,27.80%,67.20%,5.00%,32521143,58.70%,Africa,"$8,491,000,000 ","$2,095,000,000 ",2012
4.40%,,1349,804127.192,Mozambique,,,7173,4310090791,6.20%,$15 ,,,11.40%,0,19.00%,49,46,0,0,1,43.80%,53.00%,3.20%,18275618,29.10%,Africa,"$74,000,000 ","$122,000,000 ",2000
4.50%,,1580,845357.355,Mozambique,,,7547,4075049537,5.60%,$12 ,,,10.90%,0,22.70%,49,46,0,0,1,44.00%,52.90%,3.20%,18785719,29.30%,Africa,"$64,000,000 ","$132,000,000 ",2001
4.50%,,1588,869395.23,Mozambique,,,7645,4201332885,6.40%,$14 ,,,10.40%,0,26.70%,49,46,0,0,1,44.10%,52.70%,3.20%,19319894,29.50%,Africa,"$65,000,000 ","$115,000,000 ",2002
4.50%,,1918,894305.7,Mozambique,153,,8063,4666197195,6.40%,$15 ,,,9.90%,0,24.70%,49,46,0,0,1,44.40%,52.50%,3.20%,19873460,29.60%,Africa,"$106,000,000 ","$141,000,000 ",2003
4.40%,,1922,899308.388,Mozambique,153,,8375,5697991241,5.90%,$16 ,,,9.50%,0,22.10%,49,46,0,0,1,44.60%,52.20%,3.20%,20438827,29.80%,Africa,"$96,000,000 ","$140,000,000 ",2004
4.40%,37.50%,1822,924456.544,Mozambique,153,,8489,6578515331,6.90%,$22 ,226,230,9.10%,0,19.50%,49,47,0,0.1,1,44.80%,52.00%,3.20%,21010376,30.00%,Africa,"$138,000,000 ","$187,000,000 ",2005
4.30%,37.50%,1980,928254.631,Mozambique,113,,8742,7095910828,6.50%,$21 ,226,230,8.70%,0,18.60%,49,47,0.1,0.1,1,45.00%,51.90%,3.20%,21587317,30.20%,Africa,"$145,000,000 ","$196,000,000 ",2006
4.30%,37.50%,2391,953370.372,Mozambique,29,,9144,8035635713,6.00%,$22 ,226,230,8.20%,0,19.50%,49,47,0.1,0.1,1,45.10%,51.70%,3.20%,22171404,30.40%,Africa,"$182,000,000 ","$209,000,000 ",2007
4.20%,37.50%,2340,956026.05,Mozambique,26,,9264,9891003405,5.50%,$24 ,226,230,7.80%,0,18.30%,50,47,0.2,0.2,1,45.20%,51.60%,3.20%,22762525,30.50%,Africa,"$213,000,000 ","$235,000,000 ",2008
4.10%,37.50%,2574,957802.025,Mozambique,26,,9554,9674037707,6.00%,$25 ,226,230,7.40%,0,15.70%,50,48,0.3,0.3,1,45.30%,51.50%,3.20%,23361025,30.70%,Africa,"$217,000,000 ","$247,000,000 ",2009
4.10%,37.50%,2882,982657.865,Mozambique,13,,9875,9274448732,5.70%,$22 ,226,230,7.20%,0,16.30%,50,48,0.3,0.3,1,45.30%,51.40%,3.20%,23967265,31.00%,Africa,"$224,000,000 ","$260,000,000 ",2010
4.00%,37.50%,,983254.68,Mozambique,13,,10202,12547888400,6.40%,$33 ,226,230,6.80%,0,19.10%,50,49,0.3,0.3,1,45.40%,51.40%,3.20%,24581367,31.20%,Africa,"$266,000,000 ","$256,000,000 ",2011
3.90%,37.50%,,982932.405,Mozambique,13,142,,14376457305,6.40%,$37 ,226,230,6.40%,0,16.80%,51,49,0.3,0.3,1,45.40%,51.40%,3.30%,25203395,31.40%,Africa,"$289,000,000 ","$230,000,000 ",2012
2.10%,,10088,1017513,Myanmar,,,12841,,2.10%,$3 ,,,5.90%,,15.30%,64,60,0,0,1,30.70%,64.50%,4.70%,48453000,27.00%,Asia,"$195,000,000 ","$30,000,000 ",2000
2.00%,,8724,977884.06,Myanmar,,,12547,,2.10%,$2 ,,,5.70%,0,15.00%,64,60,0,0,1,30.10%,65.10%,4.80%,48894203,27.30%,Asia,"$132,000,000 ","$32,000,000 ",2001
2.00%,,9208,985226.26,Myanmar,,,12968,,2.40%,$3 ,,,5.60%,0,15.00%,65,61,0,0,1,29.60%,65.60%,4.80%,49261313,27.70%,Asia,"$136,000,000 ","$34,000,000 ",2002
2.00%,,9846,991543.04,Myanmar,,,14064,,2.30%,$4 ,,,5.40%,0,15.00%,65,61,0,0,1,29.00%,66.10%,4.80%,49577152,28.10%,Asia,"$70,000,000 ","$36,000,000 ",2003
1.90%,,12435,947628.211,Myanmar,,,14764,,2.30%,$5 ,,,5.20%,0,15.00%,65,61,0,0,1,28.60%,66.60%,4.90%,49875169,28.50%,Asia,"$97,000,000 ","$32,000,000 ",2004
1.90%,,11613,953439.38,Myanmar,,,14817,,2.10%,$5 ,,,5.10%,0,15.00%,66,61,0,0,1,28.10%,67.00%,4.90%,50181020,28.90%,Asia,"$83,000,000 ","$34,000,000 ",2005
1.90%,,12611,959501.33,Myanmar,,,15015,,2.00%,$5 ,,,4.90%,0,16.10%,66,62,0,0,1,27.70%,67.40%,5.00%,50500070,29.40%,Asia,"$59,000,000 ","$40,000,000 ",2006
1.90%,,12636,965750.221,Myanmar,,,15595,,1.90%,$7 ,,,4.80%,0,17.00%,66,62,0,0,1,27.20%,67.80%,5.00%,50828959,29.90%,Asia,"$97,000,000 ","$39,000,000 ",2007
1.80%,,9028,921132.324,Myanmar,,,15033,,2.00%,$10 ,,,4.60%,0,17.00%,66,62,0,0,1,26.80%,68.10%,5.00%,51174018,30.40%,Asia,"$80,000,000 ","$50,000,000 ",2008
1.80%,,10392,927728.82,Myanmar,,,14246,,2.10%,$13 ,,,4.50%,0,17.00%,66,62,0,0,1,26.50%,68.50%,5.10%,51540490,30.90%,Asia,"$75,000,000 ","$52,000,000 ",2009
1.80%,,8995,934762.158,Myanmar,,,13997,,1.90%,$15 ,,,4.40%,0,17.00%,67,63,0,0,1,26.10%,68.80%,5.10%,51931231,31.40%,Asia,"$91,000,000 ","$53,000,000 ",2010
1.80%,,,942313.734,Myanmar,,,14056,,1.80%,$19 ,,,4.20%,0,16.30%,67,63,0,0,1,25.70%,69.20%,5.10%,52350763,31.90%,Asia,"$293,000,000 ","$132,000,000 ",2011
1.70%,52.70%,,897554.423,Myanmar,72,182,,,1.80%,$20 ,113,155,4.10%,0,13.00%,67,63,0,0.1,1,25.30%,69.60%,5.20%,52797319,32.50%,Asia,,,2012
3.20%,,1643,60734.496,Namibia,,,978,3908645566,6.10%,$126 ,,,4.90%,0,15.30%,57,53,0,0,1,40.50%,56.20%,3.30%,1897953,32.40%,Africa,"$193,000,000 ","$86,000,000 ",2000
3.10%,,2017,59869.742,Namibia,,,1127,3546791603,6.20%,$113 ,,,4.90%,0,14.50%,56,52,0,0.1,1,40.30%,56.40%,3.30%,1931282,32.90%,Africa,"$264,000,000 ","$71,000,000 ",2001
3.10%,,1760,60707.393,Namibia,,,1010,3361236321,6.20%,$106 ,,,4.90%,0,13.80%,56,52,0,0.1,1,40.20%,56.50%,3.30%,1958303,33.80%,Africa,"$251,000,000 ","$65,000,000 ",2002
3.00%,,1874,59437.11,Namibia,85,,1076,4931280096,6.50%,$162 ,,,4.90%,0,14.70%,56,52,0.1,0.1,1,40.10%,56.50%,3.30%,1981237,34.70%,Africa,"$383,000,000 ","$101,000,000 ",2003
3.00%,,1962,60099.6,Namibia,85,,1163,6606866450,6.50%,$213 ,,,4.80%,0,11.40%,57,53,0.1,0.1,1,40.00%,56.70%,3.30%,2003320,35.70%,Africa,"$426,000,000 ","$123,000,000 ",2004
2.90%,25.80%,2310,58783.754,Namibia,95,,1294,7261366632,7.30%,$262 ,339,339,4.60%,0,10.60%,58,54,0.2,0.2,1,39.80%,56.90%,3.30%,2027026,36.60%,Africa,"$363,000,000 ","$108,000,000 ",2005
2.90%,25.80%,2329,59534.999,Namibia,95,,1294,7978609422,7.20%,$280 ,339,339,4.40%,0,11.20%,60,55,0.3,0.3,1,39.50%,57.10%,3.30%,2052931,37.60%,Africa,"$473,000,000 ","$118,000,000 ",2006
2.80%,25.80%,2409,58259.6,Namibia,99,,1345,8836063690,6.90%,$294 ,339,339,4.20%,0,12.90%,62,56,0.3,0.4,1,39.10%,57.50%,3.40%,2080700,38.60%,Africa,"$542,000,000 ","$132,000,000 ",2007
2.80%,22.80%,3579,59102.148,Namibia,66,,1455,8493167843,6.90%,$287 ,339,339,4.10%,0.1,13.70%,63,57,0.4,0.5,1,38.70%,57.90%,3.40%,2110791,39.60%,Africa,"$484,000,000 ","$114,000,000 ",2008
2.70%,22.30%,3183,57874.446,Namibia,66,,1497,8724107049,7.90%,$326 ,339,339,3.90%,0.1,11.10%,64,59,0.8,0.8,1,38.20%,58.40%,3.40%,2143498,40.60%,Africa,"$511,000,000 ","$120,000,000 ",2009
2.70%,22.30%,3176,58832.109,Namibia,66,,1552,11141417478,8.20%,$416 ,339,339,3.80%,0.1,9.70%,65,60,0.8,0.9,1,37.70%,58.90%,3.40%,2178967,41.60%,Africa,"$560,000,000 ","$145,000,000 ",2010
2.70%,21.80%,,59875.686,Namibia,66,,1589,12451760766,8.60%,$486 ,339,339,3.60%,0.1,8.70%,66,61,0.9,1,1,37.10%,59.40%,3.50%,2217618,42.60%,Africa,"$645,000,000 ","$207,000,000 ",2011
2.60%,21.80%,,58744.218,Namibia,66,94,,13399386550,8.30%,$473 ,226,314,3.60%,0.1,8.70%,67,61,0.9,1,1,36.60%,59.90%,3.50%,2259393,43.70%,Africa,,,2012
3.30%,,3234,765077.841,Nepal,,,8108,5494252208,5.00%,$12 ,,,6.00%,0,9.50%,63,61,0,0,1,40.40%,55.80%,3.80%,23184177,13.40%,Asia,"$219,000,000 ","$109,000,000 ",2000
3.20%,,3454,756963.808,Nepal,,,8375,6007061224,5.30%,$13 ,,,5.70%,0,7.70%,64,62,0,0,1,40.30%,55.90%,3.90%,23655119,14.00%,Asia,"$191,000,000 ","$128,000,000 ",2001
3.10%,,2710,747188.722,Nepal,,,8467,6050875807,5.60%,$14 ,,,5.40%,0,6.80%,64,62,0,0,1,40.10%,55.90%,4.00%,24102862,14.30%,Asia,"$134,000,000 ","$108,000,000 ",2002
3.00%,,2952,735765.81,Nepal,31,,8707,6330476435,5.40%,$14 ,,,5.20%,0,7.40%,65,63,0,0,1,39.90%,55.90%,4.10%,24525527,14.60%,Asia,"$232,000,000 ","$119,000,000 ",2003
2.90%,,2769,722735.39,Nepal,31,,8832,7273933993,5.80%,$17 ,,,4.90%,0,8.50%,65,63,0,0,1,39.70%,56.00%,4.30%,24921910,14.90%,Asia,"$260,000,000 ","$205,000,000 ",2004
2.80%,32.50%,3242,708177.624,Nepal,31,,9132,8130258976,5.70%,$19 ,339,408,4.70%,0,8.10%,66,64,0,0,1,39.50%,56.10%,4.40%,25292058,15.20%,Asia,"$160,000,000 ","$221,000,000 ",2005
2.70%,32.50%,2662,692119.161,Nepal,31,,9131,9043715356,5.60%,$20 ,339,408,4.40%,0,8.00%,66,64,0,0,1,39.10%,56.40%,4.50%,25634043,15.50%,Asia,"$157,000,000 ","$261,000,000 ",2006
2.60%,32.80%,2699,674700.572,Nepal,31,,9308,10325618017,5.50%,$23 ,339,408,4.20%,0,8.00%,67,65,0.1,0.1,1,38.70%,56.60%,4.60%,25950022,15.80%,Asia,"$234,000,000 ","$402,000,000 ",2007
